       Document_No  Dominant_Topic  Topic_Perc_Contrib                                           Keywords                                               Text
12368        12368            18.0              0.0804  patient, therapi, chemotherapi, treat, progres...  the incid of seizur relat to primari brain tum...
12369        12369             7.0              0.0974  patient, receiv, pulmonari, describ, seizur, i...  transient bilater blind and posterior revers e...
12370        12370            15.0              0.0833  therapi, dure, sever, occur, patient, due, tre...  there had been one episod of chest discomfort ...
12371        12371             3.0              0.0795  patient, wa, treat, month, year, combin, time,...  therefor these patient might have to be treat ...
12372        12372            19.0              0.1120  level, improv, normal, increas, serum, increa,...  in patient with diabet mellitu hemoglobin a1c ...
12373        12373            18.0              0.0923  patient, therapi, chemotherapi, treat, progres...  longact somatostatin analogu such as sm 201995...
12374        12374             9.0              0.1082  day, dose, administr, oral, receiv, intraven, ...  howev the child vomit when a cumul dose of 315...
12375        12375            12.0              0.0887  wa, symptom, follow, initi, discontinu, result...  we report a fatal intox in a 59yearold woman w...
12376        12376            19.0              0.0829  level, improv, normal, increas, serum, increa,...  tumor shown to produc peptid other than gastri...
12377        12377            14.0              0.0917  infect, transplant, blood, patient, immunosupp...  the patient had leukocytosi with a larg percen...
12378        12378             0.0              0.0863  drug, syndrom, reaction, effect, associ, adver...  an object causal assess reveal that the intera...
12379        12379             6.0              0.0945  show, diagnosi, reveal, biopsi, examin, cell, ...  all patient present with sudden painless dim o...
12380        12380            18.0              0.1485  patient, therapi, chemotherapi, treat, progres...  introduct cetuximab is a chimer antibodi regis...
12381        12381             5.0              0.0774  thi, review, medic, manag, literatur, import, ...  one child did not achiev detect concentr on 2 ...
12382        12382             5.0              0.0724  thi, review, medic, manag, literatur, import, ...  convers to anoth immunosuppress seem to be an ...
12383        12383            11.0              0.0789  case, report, thi, describ, present, previous,...  steroid induc avascular necrosi of bone in eig...
12384        12384             8.0              0.0926  caus, possibl, conclus, complic, rare, suggest...  it is a potenti seriou reaction which is littl...
12385        12385             3.0              0.0945  patient, wa, treat, month, year, combin, time,...  she had crohn diseas sinc age 9 year and wa on...
12386        12386            14.0              0.0804  infect, transplant, blood, patient, immunosupp...  exacerb of the inflammatori respons to mycobac...
12387        12387            18.0              0.0982  patient, therapi, chemotherapi, treat, progres...  context radiat recal ha been describ in the co...
12388        12388            19.0              0.1120  level, improv, normal, increas, serum, increa,...  the donor wa asymptomat and had a neg review o...
12389        12389             6.0              0.0636  show, diagnosi, reveal, biopsi, examin, cell, ...  essenti thrombocythemia is a clonal myeloproli...
12390        12390            14.0              0.0880  infect, transplant, blood, patient, immunosupp...  background bacteri contamin of platelet plt co...
12391        12391             1.0              0.0750  disea, associ, liver, disord, abnorm, injuri, ...  subclin entrap may thu be an import factor lea...
12392        12392             2.0              0.1066  pain, inject, complet, complic, success, surge...  these data suggest that clot can form on surfa...
12393        12393             2.0              0.1314  pain, inject, complet, complic, success, surge...  bilater percutan nephrostomi cathet were place...
12394        12394             2.0              0.1087  pain, inject, complet, complic, success, surge...  complet remov of all foreign materi is essenti...
12395        12395             0.0              0.0789  drug, syndrom, reaction, effect, associ, adver...  sever drug eg penicillin probenecid can alter ...
12396        12396             4.0              0.0843  treatment, thi, corticosteroid, side_effect, s...       lamellar inflamm wa exacerb by topic steroid
12397        12397            14.0              0.0965  infect, transplant, blood, patient, immunosupp...  postallogen bmt complic includ graftversushost...
12398        12398             2.0              0.0945  pain, inject, complet, complic, success, surge...  surgeon should consid stop carbamazepin befor ...
12399        12399            14.0              0.0935  infect, transplant, blood, patient, immunosupp...  wernick encephalopathi and beriberi dure total...
12400        12400             2.0              0.1260  pain, inject, complet, complic, success, surge...  spontan pulmonari hemorrhag follow coronari th...
12401        12401            14.0              0.0648  infect, transplant, blood, patient, immunosupp...   miconazol as a treatment for candida septicaemia
12402        12402             8.0              0.0965  caus, possibl, conclus, complic, rare, suggest...  the acut reaction to nitrofurantoin is believ ...
12403        12403            13.0              0.0934  acut, renal, patient, failur, chronic, hepat, ...  we present the case of a nineyearold boy with ...
12404        12404             8.0              0.0857  caus, possibl, conclus, complic, rare, suggest...  all but one patient were receiv tacrolimu mono...
12405        12405            14.0              0.1319  infect, transplant, blood, patient, immunosupp...  corneal interfac abscess after excim laser in ...
12406        12406            12.0              0.0652  wa, symptom, follow, initi, discontinu, result...                    tardiv dyskinesia in an adolesc
12407        12407            19.0              0.1162  level, improv, normal, increas, serum, increa,...  five of the patient had ddimer level measur al...
12408        12408            16.0              0.0818  clinic, studi, find, respon, method, signific,...  the clinic and hemodynam characterist of the p...
12409        12409            16.0              0.0685  clinic, studi, find, respon, method, signific,...  associ clinic and electrophysiolog polyradicul...
12410        12410            11.0              0.0763  case, report, thi, describ, present, previous,...  the associ of neh and the use of cytotox agent...
12411        12411             7.0              0.0800  patient, receiv, pulmonari, describ, seizur, i...  administr of highdos intrathec methotrex may n...
12412        12412            18.0              0.0932  patient, therapi, chemotherapi, treat, progres...  in recent year the associ between breast and e...
12413        12413             8.0              0.0778  caus, possibl, conclus, complic, rare, suggest...  possibl caus and difficulti in diagnosi were r...
12414        12414             9.0              0.1248  day, dose, administr, oral, receiv, intraven, ...  all the episod occur after the first dose wa a...
12415        12415            14.0              0.0818  infect, transplant, blood, patient, immunosupp...  eight week later he experienc pain and red of ...
12416        12416            19.0              0.1038  level, improv, normal, increas, serum, increa,...                  serum myoglobin wa over 3000 ngml
12417        12417            18.0              0.1563  patient, therapi, chemotherapi, treat, progres...  extens hormon evalu wa perform in a girl with ...
12418        12418            16.0              0.0744  clinic, studi, find, respon, method, signific,...  octreotid administr rapidli revers hypoglycemi...
12419        12419            17.0              0.1045  develop, yearold, woman, present, week, man, f...  the other patient present with typic cutan pol...
12420        12420            17.0              0.0789  develop, yearold, woman, present, week, man, f...  we suggest that dapson is an effect secondlin ...
12421        12421             6.0              0.1028  show, diagnosi, reveal, biopsi, examin, cell, ...  six day after take erlotinib a chest radiograp...
12422        12422            16.0              0.0854  clinic, studi, find, respon, method, signific,...  the higher the number of japanes who go abroad...
12423        12423            16.0              0.0898  clinic, studi, find, respon, method, signific,...  acarbos treatment of infant dump syndrom exten...
12424        12424            17.0              0.0901  develop, yearold, woman, present, week, man, f...  we report a case of intrauterin contracept dev...
12425        12425             1.0              0.0911  disea, associ, liver, disord, abnorm, injuri, ...  color doppler wa use to demonstr a high flow p...
12426        12426            13.0              0.1070  acut, renal, patient, failur, chronic, hepat, ...  in both case the diagnosi of pte wa base on cl...
12427        12427            11.0              0.0887  case, report, thi, describ, present, previous,...  although it overal safeti profil is good a few...
12428        12428            17.0              0.1084  develop, yearold, woman, present, week, man, f...  a 12yearold spay femal keeshond present with l...
12429        12429             2.0              0.1083  pain, inject, complet, complic, success, surge...  stent fractur an unusu caus of late restenosi ...
12430        12430             8.0              0.0757  caus, possibl, conclus, complic, rare, suggest...  the first two case receiv asct for mm one with...
12431        12431            19.0              0.1087  level, improv, normal, increas, serum, increa,...  as a result of the inadequ level of antihepat ...
12432        12432            18.0              0.0977  patient, therapi, chemotherapi, treat, progres...  the effect of oral dissolut therapi for pancre...
12433        12433             6.0              0.1121  show, diagnosi, reveal, biopsi, examin, cell, ...  patch test to individu compon reveal posit rea...
12434        12434             2.0              0.1086  pain, inject, complet, complic, success, surge...  the studi group wa compos of four patient who ...
12435        12435            12.0              0.0767  wa, symptom, follow, initi, discontinu, result...  for 45 month after surgeri the bird had no rec...
12436        12436            16.0              0.0887  clinic, studi, find, respon, method, signific,...  dapson a synthet sulfon with chemic similar to...
12437        12437            19.0              0.1296  level, improv, normal, increas, serum, increa,...  one month later when the patient wa free of sy...
12438        12438            11.0              0.0956  case, report, thi, describ, present, previous,...  we report a case of ruptur abdomin aortic aneu...
12439        12439            19.0              0.1159  level, improv, normal, increas, serum, increa,...  her serum potassium level wa 131 meql and hco3...
12440        12440             2.0              0.0636  pain, inject, complet, complic, success, surge...  aminocapro acid treatment of recurr postop hyp...
12441        12441             8.0              0.1162  caus, possibl, conclus, complic, rare, suggest...     possibl mechan and potenti therapi are discuss
12442        12442            16.0              0.0789  clinic, studi, find, respon, method, signific,...  capillari leak syndrom cl commonli occur in th...
12443        12443             9.0              0.1489  day, dose, administr, oral, receiv, intraven, ...  in one patient after three tablet of mexas a c...
12444        12444            17.0              0.0726  develop, yearold, woman, present, week, man, f...  method four case of essenti hypertens patient ...
12445        12445             2.0              0.0941  pain, inject, complet, complic, success, surge...  ultrasoundguid block may improv patient safeti...
12446        12446             5.0              0.0891  thi, review, medic, manag, literatur, import, ...  physician must consid thi when prescrib these ...
12447        12447             5.0              0.0859  thi, review, medic, manag, literatur, import, ...  to optim blood pressur control the antihyperte...
12448        12448             6.0              0.1466  show, diagnosi, reveal, biopsi, examin, cell, ...  urinalysi reveal eosinophil and a subsequ rena...
12449        12449             8.0              0.1083  caus, possibl, conclus, complic, rare, suggest...  clinician need to be awar of thi potenti side ...
12450        12450             0.0              0.0942  drug, syndrom, reaction, effect, associ, adver...  corticosteroid are wide known to have a variet...
12451        12451             6.0              0.1102  show, diagnosi, reveal, biopsi, examin, cell, ...  electromyograph investig reveal a myopath patt...
12452        12452             6.0              0.1906  show, diagnosi, reveal, biopsi, examin, cell, ...  further genet test of autopsi tissu reveal the...
12453        12453             8.0              0.1314  caus, possibl, conclus, complic, rare, suggest...  thi case although rare and atyp should alert c...
12454        12454            12.0              0.0744  wa, symptom, follow, initi, discontinu, result...    the patient wa start on intraven calcium glucon
12455        12455             2.0              0.0883  pain, inject, complet, complic, success, surge...  surgeri to remov the remain tumor wa perform 1...
12456        12456             5.0              0.0766  thi, review, medic, manag, literatur, import, ...  toxic effect were less sever than previous des...
12457        12457            11.0              0.1086  case, report, thi, describ, present, previous,...  there are isol case report of stroke secondari...
12458        12458            19.0              0.0806  level, improv, normal, increas, serum, increa,...  sever hyperlipidemia wa revers by chang the ca...
12459        12459            16.0              0.0724  clinic, studi, find, respon, method, signific,...  a causal relationship between the administr of...
12460        12460            19.0              0.1102  level, improv, normal, increas, serum, increa,...  her serum calcium level wa final stabil in the...
12461        12461            18.0              0.0750  patient, therapi, chemotherapi, treat, progres...  the first organ is except rare follow laparosc...
12462        12462            11.0              0.0692  case, report, thi, describ, present, previous,...  the cours of thi case may be use in the unders...
12463        12463            15.0              0.0716  therapi, dure, sever, occur, patient, due, tre...                                     no patient die
12464        12464             8.0              0.0936  caus, possibl, conclus, complic, rare, suggest...     renal complic are uncommon and not well recogn
12465        12465            17.0              0.0954  develop, yearold, woman, present, week, man, f...  a 7yearold boy with t cell acut lymphoblast le...
12466        12466             8.0              0.0780  caus, possibl, conclus, complic, rare, suggest...  conclus both the immunomodulatori effect of oc...
12467        12467             1.0              0.0869  disea, associ, liver, disord, abnorm, injuri, ...  the pathogenesi of the porphyria is not clear ...
12468        12468             2.0              0.1029  pain, inject, complet, complic, success, surge...  success treatment wa achiev with partial resec...
12469        12469            16.0              0.0977  clinic, studi, find, respon, method, signific,...  we present a report of b hensela infect transm...
12470        12470             1.0              0.0780  disea, associ, liver, disord, abnorm, injuri, ...  some kindr with famili parkinson exhibit genet...
12471        12471            10.0              0.0811  patient, toxic, sever, treatment, develop, res...  tacalcitol is a synthet vitamin d3 analogu dev...
12472        12472            10.0              0.0850  patient, toxic, sever, treatment, develop, res...  plasma exchang with either freshfrozen plasma ...
12473        12473             4.0              0.0776  treatment, thi, corticosteroid, side_effect, s...  methamphetamin abus ha been increas in califor...
12474        12474             4.0              0.0782  treatment, thi, corticosteroid, side_effect, s...  none of the side effect observ resist treatmen...
12475        12475             4.0              0.0738  treatment, thi, corticosteroid, side_effect, s...  rapid format of aspergillu mycetoma in a patie...
12476        12476             9.0              0.0825  day, dose, administr, oral, receiv, intraven, ...  the strike tempor relationship between commenc...
12477        12477             2.0              0.1062  pain, inject, complet, complic, success, surge...  cardioembol stroke earli anticoagul and brain ...
12478        12478             5.0              0.0902  thi, review, medic, manag, literatur, import, ...  despit a complet molecular respons it is curre...
12479        12479             3.0              0.1056  patient, wa, treat, month, year, combin, time,...  the condit of three children with dermatomyos ...
12480        12480             1.0              0.0970  disea, associ, liver, disord, abnorm, injuri, ...  sinc both hypothyroid and iron defici anemia m...
12481        12481            18.0              0.1120  patient, therapi, chemotherapi, treat, progres...  a fiftysix year old black man with stage d car...
12482        12482            17.0              0.0750  develop, yearold, woman, present, week, man, f...  local find includ swell 94 fang mark 93 ecchym...
12483        12483            14.0              0.0804  infect, transplant, blood, patient, immunosupp...  an associ between ncph and patient infect with...
12484        12484            12.0              0.1139  wa, symptom, follow, initi, discontinu, result...  treatment wa modifi symptom resolv in 1 to 2 w...
12485        12485            18.0              0.0876  patient, therapi, chemotherapi, treat, progres...  fifteen month after surgic resect and adjuv ch...
12486        12486             4.0              0.0863  treatment, thi, corticosteroid, side_effect, s...  the treatment have been reason well toler with...
12487        12487             3.0              0.0843  patient, wa, treat, month, year, combin, time,...  the benefit of antithymocyt globulin in sever ...
12488        12488             6.0              0.0804  show, diagnosi, reveal, biopsi, examin, cell, ...  a skelet xray show huge amount of periarticula...
12489        12489             0.0              0.1026  drug, syndrom, reaction, effect, associ, adver...  discuss the naranjo probabl scale indic c muku...
12490        12490            16.0              0.0681  clinic, studi, find, respon, method, signific,...                     those find are indic of coliti
12491        12491             2.0              0.0902  pain, inject, complet, complic, success, surge...  bleed occur into the gastrointestin tract in f...
12492        12492            14.0              0.0867  infect, transplant, blood, patient, immunosupp...  the s typhimurium isol from thi patient from o...
12493        12493            12.0              0.1013  wa, symptom, follow, initi, discontinu, result...  he develop hyperpyrexia with oligohidrosi and ...
12494        12494             9.0              0.0857  day, dose, administr, oral, receiv, intraven, ...  the ensur plu wa continu and adequ prothrombin...
12495        12495            12.0              0.0804  wa, symptom, follow, initi, discontinu, result...  initi treatment with itraconazol result in exa...
12496        12496             9.0              0.0713  day, dose, administr, oral, receiv, intraven, ...  therapi with the zincsalin dress wa continu an...
12497        12497            14.0              0.0961  infect, transplant, blood, patient, immunosupp...  p carinii pneumonia pcp is usual a late compli...
12498        12498             0.0              0.1047  drug, syndrom, reaction, effect, associ, adver...  rebound headach after withdraw of ergot alkalo...
12499        12499             2.0              0.0859  pain, inject, complet, complic, success, surge...  despit percutan abscess drainag and antifung t...
12500        12500             2.0              0.0948  pain, inject, complet, complic, success, surge...  accord to american societi for aesthet plastic...
12501        12501             2.0              0.0776  pain, inject, complet, complic, success, surge...  at that time the area would be debrid and the ...
12502        12502             9.0              0.1564  day, dose, administr, oral, receiv, intraven, ...  the patient had been on oral propranolol for t...
12503        12503             4.0              0.0806  treatment, thi, corticosteroid, side_effect, s...  patient take these drug therefor often felt th...
12504        12504            12.0              0.0790  wa, symptom, follow, initi, discontinu, result...  the major problem affect complianc with pharma...
12505        12505            12.0              0.0800  wa, symptom, follow, initi, discontinu, result...  howev patient who do not respond to clozapin m...
12506        12506            19.0              0.2113  level, improv, normal, increas, serum, increa,...  laboratori test reveal creatin kinas ck 7952 i...
12507        12507             8.0              0.1045  caus, possibl, conclus, complic, rare, suggest...  the pathophysiolog risk factor diagnosi and tr...
12508        12508            19.0              0.1230  level, improv, normal, increas, serum, increa,...  a singl dose of dichloroacet dca wa associ wit...
12509        12509            19.0              0.1982  level, improv, normal, increas, serum, increa,...  the urin reveal inappropri high level of magne...
12510        12510             0.0              0.0980  drug, syndrom, reaction, effect, associ, adver...  no advers effect were note from either vancomy...
12511        12511             9.0              0.0804  day, dose, administr, oral, receiv, intraven, ...  she wa success treat with oral prednisolon and...
12512        12512             4.0              0.0804  treatment, thi, corticosteroid, side_effect, s...  in four patient corneal infiltr clear on topic...
12513        12513             8.0              0.1216  caus, possibl, conclus, complic, rare, suggest...  although the exact pathophysiolog process invo...
12514        12514            19.0              0.1009  level, improv, normal, increas, serum, increa,...  we hypothes that earli glutamin supplement tub...
12515        12515            18.0              0.0941  patient, therapi, chemotherapi, treat, progres...  although sever case of solid tumour have been ...
12516        12516             0.0              0.0789  drug, syndrom, reaction, effect, associ, adver...  thi case suggest a role for ige in the hyperse...
12517        12517             2.0              0.1213  pain, inject, complet, complic, success, surge...  she experienc intens pain in the first postop ...
12518        12518            13.0              0.1213  acut, renal, patient, failur, chronic, hepat, ...  hyperphosphatemia is an infrequ complic of the...
12519        12519             1.0              0.1083  disea, associ, liver, disord, abnorm, injuri, ...  retin pigment epitheli tear follow photodynam ...
12520        12520             4.0              0.0609  treatment, thi, corticosteroid, side_effect, s...                             it is gener well toler
12521        12521            19.0              0.1119  level, improv, normal, increas, serum, increa,...  the elimin halftim 15 h wa similar to that rep...
12522        12522            18.0              0.0673  patient, therapi, chemotherapi, treat, progres...             they are also underdiagnos and undertr
12523        12523             6.0              0.1261  show, diagnosi, reveal, biopsi, examin, cell, ...  howev serum hbv dna turn detect again after 9 ...
12524        12524            18.0              0.0750  patient, therapi, chemotherapi, treat, progres...  viril adren tumor in a child suppress with dex...
12525        12525            14.0              0.1102  infect, transplant, blood, patient, immunosupp...  in patient with inflammatori bowel diseas cyto...
12526        12526             8.0              0.1045  caus, possibl, conclus, complic, rare, suggest...  it is suggest that the longterm use of androge...
12527        12527             9.0              0.0744  day, dose, administr, oral, receiv, intraven, ...  platinum agent and secondari myeloid leukaemia...
12528        12528             3.0              0.1341  patient, wa, treat, month, year, combin, time,...  sinc no satisfactori remiss wa achiev use a mu...
12529        12529            10.0              0.0744  patient, toxic, sever, treatment, develop, res...  sever transplacent lithium toxic in a neonat i...
12530        12530             9.0              0.1596  day, dose, administr, oral, receiv, intraven, ...  it usual is given by bolu intraven inject some...
12531        12531             0.0              0.0731  drug, syndrom, reaction, effect, associ, adver...  an altern prepar mastisol wa success use witho...
12532        12532             8.0              0.0625  caus, possibl, conclus, complic, rare, suggest...  we believ thi is a remark potenti on record in...
12533        12533             8.0              0.0891  caus, possibl, conclus, complic, rare, suggest...  cholelithiasi in turn enhanc the effect of cyc...
12534        12534             5.0              0.0660  thi, review, medic, manag, literatur, import, ...                       method review of two patient
12535        12535            18.0              0.1398  patient, therapi, chemotherapi, treat, progres...  the combin of raltitrex tomudex and mitomycinc...
12536        12536             8.0              0.0809  caus, possibl, conclus, complic, rare, suggest...  conclus we and thiamin defici should be consid...
12537        12537            16.0              0.0804  clinic, studi, find, respon, method, signific,...  despit they can be distinguish through clinic ...
12538        12538            17.0              0.0818  develop, yearold, woman, present, week, man, f...  the mother had system lupu erythematosu and cy...
12539        12539             8.0              0.0804  caus, possibl, conclus, complic, rare, suggest...  variou etiolog factor have been implic in pvod...
12540        12540            13.0              0.1210  acut, renal, patient, failur, chronic, hepat, ...  renal biopsi three week after the onset of ren...
12541        12541             4.0              0.0876  treatment, thi, corticosteroid, side_effect, s...  desmopressin is a commonli use welltoler agent...
12542        12542             4.0              0.0758  treatment, thi, corticosteroid, side_effect, s...   the two patient were final releas in good condit
12543        12543            18.0              0.0657  patient, therapi, chemotherapi, treat, progres...  result two of three melanoma patient had objec...
12544        12544             4.0              0.1187  treatment, thi, corticosteroid, side_effect, s...  therefor data from larg randomis multicentr st...
12545        12545             8.0              0.0792  caus, possibl, conclus, complic, rare, suggest...  the possibl of hu dure induct chemotherapi for...
12546        12546            11.0              0.0865  case, report, thi, describ, present, previous,...                                      a case report
12547        12547            19.0              0.1190  level, improv, normal, increas, serum, increa,...  a decreas arden ratio on eog 150 wa found with...
12548        12548             7.0              0.0934  patient, receiv, pulmonari, describ, seizur, i...  conclus rapid infus of albumin might be a resc...
12549        12549             6.0              0.1102  show, diagnosi, reveal, biopsi, examin, cell, ...  acetylcholin receptor and antiskelet muscl ant...
12550        12550             3.0              0.0876  patient, wa, treat, month, year, combin, time,...  recombin human alphainterferon ifn at a dose o...
12551        12551             5.0              0.0977  thi, review, medic, manag, literatur, import, ...  earli diagnosi of we is import becaus if it is...
12552        12552            18.0              0.1317  patient, therapi, chemotherapi, treat, progres...  jaw osteonecrosi associ with use of bisphospho...
12553        12553             4.0              0.0625  treatment, thi, corticosteroid, side_effect, s...  in a few case toxic relat to concomit medic co...
12554        12554            15.0              0.0974  therapi, dure, sever, occur, patient, due, tre...  two prior episod of visual loss had occur dure...
12555        12555             8.0              0.0926  caus, possibl, conclus, complic, rare, suggest...  corticosteroid therapi is a rare but possibl i...
12556        12556            18.0              0.0838  patient, therapi, chemotherapi, treat, progres...  extens pelvic pulmonari and brain metastas wer...
12557        12557            14.0              0.0823  infect, transplant, blood, patient, immunosupp...  he wa diagnos in the earli post transplant per...
12558        12558            14.0              0.0902  infect, transplant, blood, patient, immunosupp...  these organ have occasion been report as a cau...
12559        12559            16.0              0.0852  clinic, studi, find, respon, method, signific,...  these featur are similar to those observ previ...
12560        12560             2.0              0.0731  pain, inject, complet, complic, success, surge...  the infant develop repeat tongu thrust abnorm ...
12561        12561             2.0              0.0636  pain, inject, complet, complic, success, surge...  jpn j ophthalmol 200549231234 c japanes ophtha...
12562        12562            14.0              0.1389  infect, transplant, blood, patient, immunosupp...  polymicrobi sepsi is sometim seen due to enter...
12563        12563             5.0              0.0987  thi, review, medic, manag, literatur, import, ...  the literatur is review and clinic symptom pat...
12564        12564             5.0              0.0965  thi, review, medic, manag, literatur, import, ...  a medic evalu for an altern etiolog of hi seiz...
12565        12565             0.0              0.0763  drug, syndrom, reaction, effect, associ, adver...  effect of ramipril in a patient with glycogen ...
12566        12566             1.0              0.0648  disea, associ, liver, disord, abnorm, injuri, ...  schizophrenialik psychosi caus by a metabol di...
12567        12567             6.0              0.0938  show, diagnosi, reveal, biopsi, examin, cell, ...  neuropsycholog evalu reveal global cognit defi...
12568        12568             3.0              0.0778  patient, wa, treat, month, year, combin, time,...  spontan intracerebr hemorrhag wa diagnos despi...
12569        12569             0.0              0.0772  drug, syndrom, reaction, effect, associ, adver...  the pathogenesi of chemotherapyassoci thrombot...
12570        12570             9.0              0.0744  day, dose, administr, oral, receiv, intraven, ...  she receiv 5fluorouracil doxorubicin and cyclo...
12571        12571             2.0              0.0704  pain, inject, complet, complic, success, surge...  complic occur after manual pump of the reservo...
12572        12572            19.0              0.1755  level, improv, normal, increas, serum, increa,...  vick vaporub induc mucin secret decreas ciliar...
12573        12573             5.0              0.1309  thi, review, medic, manag, literatur, import, ...  these myth underscor the import and util of ou...
12574        12574             2.0              0.0873  pain, inject, complet, complic, success, surge...  the patient had suffer two spontan left humer ...
12575        12575             9.0              0.0996  day, dose, administr, oral, receiv, intraven, ...  discuss the patient wa given chloroquin by hi ...
12576        12576            12.0              0.1019  wa, symptom, follow, initi, discontinu, result...  these symptom did not recur after discontinu o...
12577        12577             4.0              0.0772  treatment, thi, corticosteroid, side_effect, s...   particip four patient with periocular hemangioma
12578        12578             6.0              0.1534  show, diagnosi, reveal, biopsi, examin, cell, ...  a bone marrow biopsi did not show sign of hema...
12579        12579            18.0              0.0972  patient, therapi, chemotherapi, treat, progres...  autopsi demonstr extens necrosi of the tumor m...
12580        12580             5.0              0.1120  thi, review, medic, manag, literatur, import, ...  our purpos is to highlight the danger mean ado...
12581        12581             5.0              0.0944  thi, review, medic, manag, literatur, import, ...  conclus these result suggest that rifampinimpr...
12582        12582             6.0              0.0816  show, diagnosi, reveal, biopsi, examin, cell, ...  after develop two addit lesion that began to u...
12583        12583            14.0              0.1016  infect, transplant, blood, patient, immunosupp...  method a 20yearold woman develop pain red decr...
12584        12584             2.0              0.0762  pain, inject, complet, complic, success, surge...  after both patient gave inform consent an unev...
12585        12585             5.0              0.0965  thi, review, medic, manag, literatur, import, ...  the durat of each infus should be minimis and ...
12586        12586            11.0              0.0818  case, report, thi, describ, present, previous,...  infect of central nervou system by motil enter...
12587        12587             6.0              0.0773  show, diagnosi, reveal, biopsi, examin, cell, ...  after appropri antibiot and replac of the cent...
12588        12588            19.0              0.1339  level, improv, normal, increas, serum, increa,...  protein in vitamin k absenc pivka is the proth...
12589        12589            11.0              0.0865  case, report, thi, describ, present, previous,...                                        case report
12590        12590             6.0              0.1147  show, diagnosi, reveal, biopsi, examin, cell, ...  in our case a 77yearold woman with stage iiia ...
12591        12591             2.0              0.1013  pain, inject, complet, complic, success, surge...  variou incid of hemorrhag complic have been ci...
12592        12592             8.0              0.0865  caus, possibl, conclus, complic, rare, suggest...  improv in cholestasi associ with total parente...
12593        12593            13.0              0.0818  acut, renal, patient, failur, chronic, hepat, ...  physic examin find were consist with congest h...
12594        12594             2.0              0.1250  pain, inject, complet, complic, success, surge...  in patient 2 thrombolysi caus mobilis of throm...
12595        12595             7.0              0.0673  patient, receiv, pulmonari, describ, seizur, i...                           hypertens wa not present
12596        12596             6.0              0.0849  show, diagnosi, reveal, biopsi, examin, cell, ...                  two had posit antihiston antibodi
12597        12597             6.0              0.0965  show, diagnosi, reveal, biopsi, examin, cell, ...  histolog and immunohistochem studi of paraffin...
12598        12598            14.0              0.0926  infect, transplant, blood, patient, immunosupp...  mac infect persist despit treatment howev no a...
12599        12599             4.0              0.0929  treatment, thi, corticosteroid, side_effect, s...  immunotherapi with imiquimod 5 cream for eyeli...
12600        12600            18.0              0.0772  patient, therapi, chemotherapi, treat, progres...                   delay pancreat pseudocyst format
12601        12601             6.0              0.1872  show, diagnosi, reveal, biopsi, examin, cell, ...  polymeras chain reaction pcr follow by restric...
12602        12602            10.0              0.0833  patient, toxic, sever, treatment, develop, res...  at thi point she develop whole bodi urticaria ...
12603        12603            13.0              0.1074  acut, renal, patient, failur, chronic, hepat, ...  although he surviv the acut stage follow injur...
12604        12604             2.0              0.0804  pain, inject, complet, complic, success, surge...  airway obstruct due to spontan retropharyng he...
12605        12605            11.0              0.0789  case, report, thi, describ, present, previous,...  merkel cell carcinoma after liver transplant a...
12606        12606            19.0              0.0932  level, improv, normal, increas, serum, increa,...  folin acid the 5formyl deriv of tetrahydrofol ...
12607        12607            14.0              0.1136  infect, transplant, blood, patient, immunosupp...  administr of lowdos cidofovir wa associ with c...
12608        12608            11.0              0.0697  case, report, thi, describ, present, previous,...  differ patholog have been describ as caus by h...
12609        12609            19.0              0.0764  level, improv, normal, increas, serum, increa,...  after 82 day treatment her arm appear normal a...
12610        12610            18.0              0.0645  patient, therapi, chemotherapi, treat, progres...  granulocyt sarcoma local present of a system d...
12611        12611             9.0              0.0797  day, dose, administr, oral, receiv, intraven, ...  the criteria propos by earnest et al should be...
12612        12612             0.0              0.0697  drug, syndrom, reaction, effect, associ, adver...     howev id inject with monomer lex had no effect
12613        12613             1.0              0.0750  disea, associ, liver, disord, abnorm, injuri, ...  myasthenia gravi is an autoimmun disord where ...
12614        12614            13.0              0.1102  acut, renal, patient, failur, chronic, hepat, ...  edema is an advers event associ with thiazolid...
12615        12615            16.0              0.0891  clinic, studi, find, respon, method, signific,...  mild improv ha occur after 5 month treatment w...
12616        12616             8.0              0.0648  caus, possibl, conclus, complic, rare, suggest...         resin hemoperfus for chloramphenicol intox
12617        12617            13.0              0.1466  acut, renal, patient, failur, chronic, hepat, ...  aminoglycosideinduc renal toxic is well known ...
12618        12618             9.0              0.0744  day, dose, administr, oral, receiv, intraven, ...      subject receiv 12 to 288 gm over 12 to 18 day
12619        12619             5.0              0.0718  thi, review, medic, manag, literatur, import, ...  the implic are stress in relat to the differen...
12620        12620             1.0              0.0800  disea, associ, liver, disord, abnorm, injuri, ...  we conclud that one should be cautiou when tre...
12621        12621            15.0              0.0828  therapi, dure, sever, occur, patient, due, tre...  liposom amphotericin b in drugresist viscer le...
12622        12622            19.0              0.1064  level, improv, normal, increas, serum, increa,...  she receiv 600 meq of sodium bicarbon intraven...
12623        12623             2.0              0.0789  pain, inject, complet, complic, success, surge...  the associ of ergot toxic and iliac dissect ha...
12624        12624             5.0              0.0939  thi, review, medic, manag, literatur, import, ...  in the meantim the drug is avail in canada and...
12625        12625             4.0              0.1385  treatment, thi, corticosteroid, side_effect, s...  due to the potenti lifethreaten complic of thi...
